"Date","Price","Open","High","Low","Change %"
"Aug 22, 2008","1.1552","1.1371","1.1565","1.1353","1.81%"
"Aug 21, 2008","1.1347","1.1457","1.1559","1.1344","-0.86%"
"Aug 20, 2008","1.1445","1.1463","1.1529","1.1432","-0.17%"
"Aug 19, 2008","1.1464","1.1513","1.1593","1.1446","-0.38%"
"Aug 18, 2008","1.1508","1.1535","1.1556","1.1417","-0.31%"
"Aug 15, 2008","1.1544","1.1496","1.1617","1.1481","0.50%"
"Aug 14, 2008","1.1486","1.1430","1.1536","1.1365","0.42%"
"Aug 13, 2008","1.1438","1.1477","1.1638","1.1396","-0.25%"
"Aug 12, 2008","1.1467","1.1326","1.1490","1.1301","1.34%"
"Aug 11, 2008","1.1315","1.1292","1.1372","1.1167","0.56%"
"Aug 08, 2008","1.1252","1.1046","1.1279","1.1017","2.00%"
"Aug 07, 2008","1.1031","1.0995","1.1050","1.0949","0.25%"
"Aug 06, 2008","1.1004","1.0917","1.1033","1.0859","0.83%"
"Aug 05, 2008","1.0913","1.0760","1.0951","1.0749","1.37%"
"Aug 04, 2008","1.0765","1.0750","1.0771","1.0696","0.03%"
"Aug 01, 2008","1.0762","1.0621","1.0770","1.0615","1.37%"
"Jul 31, 2008","1.0617","1.0585","1.0642","1.0550","0.24%"
"Jul 30, 2008","1.0592","1.0499","1.0625","1.0494","0.89%"
"Jul 29, 2008","1.0499","1.0447","1.0528","1.0426","0.53%"
"Jul 28, 2008","1.0444","1.0464","1.0497","1.0419","-0.12%"
"Jul 25, 2008","1.0457","1.0431","1.0478","1.0404","0.30%"
"Jul 24, 2008","1.0426","1.0408","1.0485","1.0373","0.22%"
"Jul 23, 2008","1.0403","1.0290","1.0419","1.0265","1.01%"
"Jul 22, 2008","1.0299","1.0231","1.0326","1.0209","0.64%"
"Jul 21, 2008","1.0233","1.0286","1.0305","1.0230","-0.66%"
"Jul 18, 2008","1.0301","1.0273","1.0311","1.0265","0.18%"
"Jul 17, 2008","1.0282","1.0265","1.0334","1.0209","0.19%"
"Jul 16, 2008","1.0263","1.0216","1.0280","1.0185","0.51%"
"Jul 15, 2008","1.0211","1.0291","1.0302","1.0150","-0.75%"
"Jul 14, 2008","1.0288","1.0299","1.0349","1.0269","-0.49%"
"Jul 11, 2008","1.0339","1.0399","1.0429","1.0289","-0.53%"
"Jul 10, 2008","1.0394","1.0462","1.0479","1.0372","-0.63%"
"Jul 09, 2008","1.0460","1.0489","1.0553","1.0423","-0.26%"
"Jul 08, 2008","1.0487","1.0459","1.0527","1.0453","0.24%"
"Jul 07, 2008","1.0462","1.0386","1.0508","1.0377","0.78%"
"Jul 04, 2008","1.0381","1.0416","1.0427","1.0370","-0.34%"
"Jul 03, 2008","1.0416","1.0390","1.0438","1.0378","0.22%"
"Jul 02, 2008","1.0393","1.0468","1.0490","1.0358","-0.73%"
"Jul 01, 2008","1.0469","1.0434","1.0513","1.0419","0.28%"
"Jun 30, 2008","1.0440","1.0405","1.0472","1.0340","0.32%"
"Jun 27, 2008","1.0407","1.0458","1.0482","1.0378","-0.44%"
"Jun 26, 2008","1.0453","1.0422","1.0471","1.0403","0.33%"
"Jun 25, 2008","1.0419","1.0461","1.0492","1.0412","-0.48%"
